Wallet_ID,Suspicion_Score,Predicted_Label,True_Label
W_Mule_98_64,1.0,1,1
W_Mule_98_8,1.0,1,1
W_Mule_98_80,1.0,1,1
W_Mule_98_81,1.0,1,1
W_Mule_98_68,1.0,1,1
W_Mule_98_69,1.0,1,1
W_Mule_98_7,1.0,1,1
W_Mule_98_70,1.0,1,1
W_Mule_98_71,1.0,1,1
W_Mule_98_75,1.0,1,1
W_Mule_98_76,1.0,1,1
W_Mule_98_77,1.0,1,1
W_Mule_98_78,1.0,1,1
W_Mule_330_57,1.0,1,1
W_Mule_330_58,1.0,1,1
W_Mule_330_59,1.0,1,1
W_Mule_330_74,1.0,1,1
W_Mule_330_75,1.0,1,1
W_Mule_330_76,1.0,1,1
W_Mule_330_62,1.0,1,1
W_Mule_330_63,1.0,1,1
W_Mule_32_89,1.0,1,1
W_Mule_32_9,1.0,1,1
W_Mule_32_90,1.0,1,1
W_Mule_32_48,1.0,1,1
W_Mule_32_49,1.0,1,1
W_Mule_32_5,1.0,1,1
W_Mule_330_11,1.0,1,1
W_Mule_330_12,1.0,1,1
W_Mule_330_13,1.0,1,1
W_Mule_330_14,1.0,1,1
W_Mule_330_15,1.0,1,1
W_Mule_330_30,1.0,1,1
W_Mule_330_31,1.0,1,1
W_Mule_330_32,1.0,1,1
W_Mule_330_19,1.0,1,1
W_Mule_330_2,1.0,1,1
W_Mule_330_20,1.0,1,1
W_Mule_330_21,1.0,1,1
W_Mule_330_22,1.0,1,1
W_Mule_330_38,1.0,1,1
W_Mule_330_39,1.0,1,1
W_Mule_330_4,1.0,1,1
W_Mule_330_26,1.0,1,1
W_Mule_330_27,1.0,1,1
W_Mule_96_9,1.0,1,1
W_Mule_96_56,1.0,1,1
W_Mule_96_57,1.0,1,1
W_Mule_96_58,1.0,1,1
W_Mule_96_63,1.0,1,1
W_Mule_96_64,1.0,1,1
W_Mule_96_65,1.0,1,1
W_Mule_96_51,1.0,1,1
W_Mule_96_52,1.0,1,1
W_Mule_96_53,1.0,1,1
W_Mule_96_54,1.0,1,1
W_Mule_96_55,1.0,1,1
W_Mule_96_70,1.0,1,1
W_Mule_96_71,1.0,1,1
W_Mule_96_72,1.0,1,1
W_Mule_96_59,1.0,1,1
W_Mule_98_35,1.0,1,1
W_Mule_98_50,1.0,1,1
W_Mule_98_51,1.0,1,1
W_Mule_98_52,1.0,1,1
W_Mule_98_39,1.0,1,1
W_Mule_98_4,1.0,1,1
W_Mule_98_40,1.0,1,1
W_Mule_98_41,1.0,1,1
W_Mule_98_42,1.0,1,1
W_Mule_98_58,1.0,1,1
W_Mule_98_59,1.0,1,1
W_Mule_98_6,1.0,1,1
W_Mule_98_46,1.0,1,1
W_Mule_98_47,1.0,1,1
W_Mule_98_48,1.0,1,1
W_Mule_98_49,1.0,1,1
W_Mule_96_74,1.0,1,1
W_Mule_96_75,1.0,1,1
W_Mule_96_76,1.0,1,1
W_Mule_96_77,1.0,1,1
W_Mule_96_34,1.0,1,1
W_Mule_96_35,1.0,1,1
W_Mule_96_36,1.0,1,1
W_Mule_96_22,1.0,1,1
W_Mule_96_23,1.0,1,1
W_Mule_96_24,1.0,1,1
W_Mule_96_25,1.0,1,1
W_Mule_96_26,1.0,1,1
W_Mule_96_41,1.0,1,1
W_Mule_96_42,1.0,1,1
W_Mule_96_43,1.0,1,1
W_Mule_96_3,1.0,1,1
W_Mule_98_12,1.0,1,1
W_Mule_98_13,1.0,1,1
W_Mule_98_29,1.0,1,1
W_Mule_98_3,1.0,1,1
W_Mule_98_30,1.0,1,1
W_Mule_98_17,1.0,1,1
W_Mule_98_18,1.0,1,1
W_Mule_98_19,1.0,1,1
W_Mule_98_2,1.0,1,1
W_Mule_98_20,1.0,1,1
W_Mule_98_24,1.0,1,1
W_Mule_98_25,1.0,1,1
W_Mule_98_26,1.0,1,1
W_Mule_98_27,1.0,1,1
W_Mule_98_28,1.0,1,1
W_Mule_96_80,1.0,1,1
W_Mule_96_48,1.0,1,1
W_Mule_96_12,1.0,1,1
W_Mule_96_13,1.0,1,1
W_Mule_96_14,1.0,1,1
W_Mule_96_2,1.0,1,1
W_Mule_96_20,1.0,1,1
W_Mule_96_21,1.0,1,1
W_Mule_96_0,1.0,1,1
W_Mule_96_1,1.0,1,1
W_Mule_96_10,1.0,1,1
W_Mule_96_11,1.0,1,1
W_Mule_96_15,1.0,1,1
W_Mule_96_16,1.0,1,1
W_Mule_96_17,1.0,1,1
W_Mule_96_18,1.0,1,1
W_Mule_96_19,1.0,1,1
W_Mule_96_6,1.0,1,1
W_Mule_96_60,1.0,1,1
W_Mule_96_61,1.0,1,1
W_Mule_96_62,1.0,1,1
W_Mule_96_78,1.0,1,1
W_Mule_96_79,1.0,1,1
W_Mule_96_8,1.0,1,1
W_Mule_96_66,1.0,1,1
W_Mule_96_67,1.0,1,1
W_Mule_96_68,1.0,1,1
W_Mule_96_69,1.0,1,1
W_Mule_96_7,1.0,1,1
W_Mule_96_27,1.0,1,1
W_Mule_96_28,1.0,1,1
W_Mule_96_29,1.0,1,1
W_Mule_96_73,1.0,1,1
W_Mule_96_30,1.0,1,1
W_Mule_96_31,1.0,1,1
W_Mule_96_32,1.0,1,1
W_Mule_96_33,1.0,1,1
W_Mule_96_49,1.0,1,1
W_Mule_96_5,1.0,1,1
W_Mule_96_50,1.0,1,1
W_Mule_96_37,1.0,1,1
W_Mule_96_38,1.0,1,1
W_Mule_96_39,1.0,1,1
W_Mule_96_4,1.0,1,1
W_Mule_96_40,1.0,1,1
W_Mule_96_44,1.0,1,1
W_Mule_96_45,1.0,1,1
W_Mule_96_46,1.0,1,1
W_Mule_96_47,1.0,1,1
W_Mule_330_28,1.0,1,1
W_Mule_330_29,1.0,1,1
W_Mule_330_3,1.0,1,1
W_Mule_330_45,1.0,1,1
W_Mule_330_46,1.0,1,1
W_Mule_330_47,1.0,1,1
W_Mule_330_33,1.0,1,1
W_Mule_330_34,1.0,1,1
W_Mule_32_6,1.0,1,1
W_Mule_32_60,1.0,1,1
W_Mule_32_61,1.0,1,1
W_Mule_32_19,1.0,1,1
W_Mule_32_2,1.0,1,1
W_Mule_32_20,1.0,1,1
W_Mule_32_65,1.0,1,1
W_Mule_32_66,1.0,1,1
W_Mule_32_67,1.0,1,1
W_Mule_32_68,1.0,1,1
W_Mule_32_69,1.0,1,1
W_Mule_32_84,1.0,1,1
W_Mule_32_85,1.0,1,1
W_Mule_32_86,1.0,1,1
W_Mule_32_72,1.0,1,1
W_Mule_32_73,1.0,1,1
W_Mule_32_74,1.0,1,1
W_Mule_32_75,1.0,1,1
W_Mule_32_76,1.0,1,1
W_Mule_330_0,1.0,1,1
W_Mule_330_1,1.0,1,1
W_Mule_330_10,1.0,1,1
W_Mule_32_8,1.0,1,1
W_Mule_32_80,1.0,1,1
W_Mule_81_86,1.0,1,1
W_Mule_81_87,1.0,1,1
W_Mule_81_88,1.0,1,1
W_Mule_81_89,1.0,1,1
W_Mule_81_9,1.0,1,1
W_Mule_81_93,1.0,1,1
W_Mule_81_94,1.0,1,1
W_Mule_81_95,1.0,1,1
W_Mule_81_96,1.0,1,1
W_Mule_81_97,1.0,1,1
W_Mule_81_61,1.0,1,1
W_Mule_81_62,1.0,1,1
W_Mule_81_63,1.0,1,1
W_Mule_81_69,1.0,1,1
W_Mule_81_7,1.0,1,1
W_Mule_81_70,1.0,1,1
W_Mule_32_81,1.0,1,1
W_Mule_32_82,1.0,1,1
W_Mule_32_83,1.0,1,1
W_Mule_330_16,1.0,1,1
W_Mule_330_17,1.0,1,1
W_Mule_330_18,1.0,1,1
W_Mule_32_87,1.0,1,1
W_Mule_32_88,1.0,1,1
W_Mule_32_42,1.0,1,1
W_Mule_32_29,1.0,1,1
W_Mule_32_3,1.0,1,1
W_Mule_32_30,1.0,1,1
W_Mule_32_31,1.0,1,1
W_Mule_32_32,1.0,1,1
W_Mule_32_36,1.0,1,1
W_Mule_32_37,1.0,1,1
W_Mule_32_38,1.0,1,1
W_Mule_32_39,1.0,1,1
W_Mule_32_4,1.0,1,1
W_Mule_32_55,1.0,1,1
W_Mule_32_56,1.0,1,1
W_Mule_32_57,1.0,1,1
W_Mule_32_43,1.0,1,1
W_Mule_32_44,1.0,1,1
W_Mule_32_45,1.0,1,1
W_Mule_32_46,1.0,1,1
W_Mule_32_47,1.0,1,1
W_Mule_32_62,1.0,1,1
W_Mule_32_63,1.0,1,1
W_Mule_32_64,1.0,1,1
W_Mule_32_50,1.0,1,1
W_Mule_32_51,1.0,1,1
W_Mule_81_71,1.0,1,1
W_Mule_81_72,1.0,1,1
W_Mule_81_73,1.0,1,1
W_Mule_81_74,1.0,1,1
W_Mule_81_75,1.0,1,1
W_Mule_81_32,1.0,1,1
W_Mule_81_33,1.0,1,1
W_Mule_81_34,1.0,1,1
W_Mule_81_79,1.0,1,1
W_Mule_81_8,1.0,1,1
W_Mule_81_80,1.0,1,1
W_Mule_81_81,1.0,1,1
W_Mule_81_82,1.0,1,1
W_Mule_81_4,1.0,1,1
W_Mule_81_40,1.0,1,1
W_Mule_81_41,1.0,1,1
W_Mule_81_90,1.0,1,1
W_Mule_81_91,1.0,1,1
W_Mule_81_92,1.0,1,1
W_Mule_81_98,1.0,1,1
W_Mule_81_99,1.0,1,1
W_Mule_81_42,1.0,1,1
W_Mule_81_43,1.0,1,1
W_Mule_81_44,1.0,1,1
W_Mule_81_45,1.0,1,1
W_Mule_81_46,1.0,1,1
W_Mule_80_92,1.0,1,1
W_Mule_80_93,1.0,1,1
W_Mule_80_94,1.0,1,1
W_Mule_81_5,1.0,1,1
W_Mule_81_50,1.0,1,1
W_Mule_81_51,1.0,1,1
W_Mule_81_52,1.0,1,1
W_Mule_81_53,1.0,1,1
W_Mule_81_10,1.0,1,1
W_Mule_81_11,1.0,1,1
W_Mule_81_12,1.0,1,1
W_Mule_81_57,1.0,1,1
W_Mule_81_58,1.0,1,1
W_Mule_81_59,1.0,1,1
W_Mule_81_6,1.0,1,1
W_Mule_81_60,1.0,1,1
W_Mule_81_76,1.0,1,1
W_Mule_81_77,1.0,1,1
W_Mule_81_78,1.0,1,1
W_Mule_81_64,1.0,1,1
W_Mule_81_65,1.0,1,1
W_Mule_81_66,1.0,1,1
W_Mule_81_67,1.0,1,1
W_Mule_81_68,1.0,1,1
W_Mule_81_83,1.0,1,1
W_Mule_81_84,1.0,1,1
W_Mule_81_85,1.0,1,1
W_Mule_81_14,1.0,1,1
W_Mule_81_15,1.0,1,1
W_Mule_81_16,1.0,1,1
W_Mule_81_17,1.0,1,1
W_Mule_80_63,1.0,1,1
W_Mule_80_64,1.0,1,1
W_Mule_80_65,1.0,1,1
W_Mule_80_95,1.0,1,1
W_Mule_81_20,1.0,1,1
W_Mule_81_21,1.0,1,1
W_Mule_81_22,1.0,1,1
W_Mule_81_23,1.0,1,1
W_Mule_81_24,1.0,1,1
W_Mule_80_70,1.0,1,1
W_Mule_80_71,1.0,1,1
W_Mule_81_13,1.0,1,1
W_Mule_81_28,1.0,1,1
W_Mule_81_29,1.0,1,1
W_Mule_81_3,1.0,1,1
W_Mule_81_30,1.0,1,1
W_Mule_81_31,1.0,1,1
W_Mule_81_47,1.0,1,1
W_Mule_81_48,1.0,1,1
W_Mule_81_49,1.0,1,1
W_Mule_81_35,1.0,1,1
W_Mule_81_36,1.0,1,1
W_Mule_81_37,1.0,1,1
W_Mule_81_38,1.0,1,1
W_Mule_81_39,1.0,1,1
W_Mule_81_54,1.0,1,1
W_Mule_81_55,1.0,1,1
W_Mule_81_56,1.0,1,1
W_Mule_80_73,1.0,1,1
W_Mule_80_74,1.0,1,1
W_Mule_80_75,1.0,1,1
W_Mule_80_76,1.0,1,1
W_Mule_80_77,1.0,1,1
W_Mule_80_34,1.0,1,1
W_Mule_80_35,1.0,1,1
W_Mule_80_8,1.0,1,1
W_Mule_80_80,1.0,1,1
W_Mule_80_81,1.0,1,1
W_Mule_80_82,1.0,1,1
W_Mule_80_83,1.0,1,1
W_Mule_80_84,1.0,1,1
W_Mule_80_41,1.0,1,1
W_Mule_80_42,1.0,1,1
W_Mule_80_87,1.0,1,1
W_Mule_80_89,1.0,1,1
W_Mule_80_9,1.0,1,1
W_Mule_80_90,1.0,1,1
W_Mule_80_91,1.0,1,1
W_Mule_81_18,1.0,1,1
W_Mule_81_19,1.0,1,1
W_Mule_81_2,1.0,1,1
W_Mule_80_36,1.0,1,1
W_Mule_80_96,1.0,1,1
W_Mule_80_97,1.0,1,1
W_Mule_81_0,1.0,1,1
W_Mule_81_1,1.0,1,1
W_Mule_81_25,1.0,1,1
W_Mule_81_26,1.0,1,1
W_Mule_81_27,1.0,1,1
W_Mule_80_88,1.0,1,1
W_Mule_80_44,1.0,1,1
W_Mule_80_45,1.0,1,1
W_Mule_80_46,1.0,1,1
W_Mule_80_47,1.0,1,1
W_Mule_80_48,1.0,1,1
W_Mule_80_51,1.0,1,1
W_Mule_80_52,1.0,1,1
W_Mule_80_50,1.0,1,1
W_Mule_80_54,1.0,1,1
W_Mule_80_55,1.0,1,1
W_Mule_80_12,1.0,1,1
W_Mule_80_13,1.0,1,1
W_Mule_80_14,1.0,1,1
W_Mule_80_2,1.0,1,1
W_Mule_80_20,1.0,1,1
W_Mule_80_58,1.0,1,1
W_Mule_80_59,1.0,1,1
W_Mule_80_6,1.0,1,1
W_Mule_80_60,1.0,1,1
W_Mule_80_61,1.0,1,1
W_Mule_80_62,1.0,1,1
W_Mule_80_78,1.0,1,1
W_Mule_80_79,1.0,1,1
W_Mule_80_53,1.0,1,1
W_Mule_80_66,1.0,1,1
W_Mule_80_67,1.0,1,1
W_Mule_80_68,1.0,1,1
W_Mule_80_69,1.0,1,1
W_Mule_80_7,1.0,1,1
W_Mule_80_85,1.0,1,1
W_Mule_80_86,1.0,1,1
W_Mule_80_72,1.0,1,1
W_Mule_80_23,1.0,1,1
W_Mule_80_24,1.0,1,1
W_Mule_80_25,1.0,1,1
W_Mule_80_26,1.0,1,1
W_Mule_79_91,1.0,1,1
W_Mule_79_92,1.0,1,1
W_Mule_79_93,1.0,1,1
W_Mule_80_15,1.0,1,1
W_Mule_79_95,1.0,1,1
W_Mule_79_67,1.0,1,1
W_Mule_79_68,1.0,1,1
W_Mule_79_69,1.0,1,1
W_Mule_79_74,1.0,1,1
W_Mule_79_75,1.0,1,1
W_Mule_79_76,1.0,1,1
W_Mule_80_22,1.0,1,1
W_Mule_80_3,1.0,1,1
W_Mule_80_30,1.0,1,1
W_Mule_80_31,1.0,1,1
W_Mule_80_32,1.0,1,1
W_Mule_80_33,1.0,1,1
W_Mule_80_49,1.0,1,1
W_Mule_80_5,1.0,1,1
W_Mule_79_94,1.0,1,1
W_Mule_80_37,1.0,1,1
W_Mule_80_38,1.0,1,1
W_Mule_80_39,1.0,1,1
W_Mule_80_4,1.0,1,1
W_Mule_80_40,1.0,1,1
W_Mule_80_56,1.0,1,1
W_Mule_80_57,1.0,1,1
W_Mule_80_43,1.0,1,1
W_Mule_79_78,1.0,1,1
W_Mule_79_79,1.0,1,1
W_Mule_79_8,1.0,1,1
W_Mule_79_80,1.0,1,1
W_Mule_79_38,1.0,1,1
W_Mule_79_39,1.0,1,1
W_Mule_79_4,1.0,1,1
W_Mule_79_7,1.0,1,1
W_Mule_79_85,1.0,1,1
W_Mule_79_86,1.0,1,1
W_Mule_79_87,1.0,1,1
W_Mule_79_88,1.0,1,1
W_Mule_79_45,1.0,1,1
W_Mule_79_46,1.0,1,1
W_Mule_79_47,1.0,1,1
W_Mule_79_77,1.0,1,1
W_Mule_80_0,1.0,1,1
W_Mule_80_1,1.0,1,1
W_Mule_80_10,1.0,1,1
W_Mule_80_11,1.0,1,1
W_Mule_80_27,1.0,1,1
W_Mule_80_28,1.0,1,1
W_Mule_80_29,1.0,1,1
W_Mule_79_84,1.0,1,1
W_Mule_80_16,1.0,1,1
W_Mule_80_17,1.0,1,1
W_Mule_80_18,1.0,1,1
W_Mule_80_19,1.0,1,1
W_Mule_79_96,1.0,1,1
W_Mule_79_97,1.0,1,1
W_Mule_79_98,1.0,1,1
W_Mule_80_21,1.0,1,1
W_Mule_79_49,1.0,1,1
W_Mule_79_5,1.0,1,1
W_Mule_79_50,1.0,1,1
W_Mule_79_51,1.0,1,1
W_Mule_79_0,1.0,1,1
W_Mule_79_1,1.0,1,1
W_Mule_79_10,1.0,1,1
W_Mule_79_40,1.0,1,1
W_Mule_79_56,1.0,1,1
W_Mule_79_57,1.0,1,1
W_Mule_79_58,1.0,1,1
W_Mule_79_59,1.0,1,1
W_Mule_79_16,1.0,1,1
W_Mule_79_17,1.0,1,1
W_Mule_79_18,1.0,1,1
W_Mule_79_48,1.0,1,1
W_Mule_79_63,1.0,1,1
W_Mule_79_64,1.0,1,1
W_Mule_79_65,1.0,1,1
W_Mule_79_66,1.0,1,1
W_Mule_79_81,1.0,1,1
W_Mule_79_82,1.0,1,1
W_Mule_79_83,1.0,1,1
W_Mule_79_55,1.0,1,1
W_Mule_79_70,1.0,1,1
W_Mule_79_71,1.0,1,1
W_Mule_79_72,1.0,1,1
W_Mule_79_73,1.0,1,1
W_Mule_79_89,1.0,1,1
W_Mule_79_9,1.0,1,1
W_Mule_79_90,1.0,1,1
W_Mule_79_62,1.0,1,1
W_Mule_79_2,1.0,1,1
W_Mule_79_20,1.0,1,1
W_Mule_79_21,1.0,1,1
W_Mule_79_22,1.0,1,1
W_Mule_79_11,1.0,1,1
W_Mule_79_27,1.0,1,1
W_Mule_79_28,1.0,1,1
W_Mule_79_29,1.0,1,1
W_Mule_79_3,1.0,1,1
W_Mule_79_19,1.0,1,1
W_Mule_79_34,1.0,1,1
W_Mule_79_35,1.0,1,1
W_Mule_79_36,1.0,1,1
W_Mule_79_37,1.0,1,1
W_Mule_79_52,1.0,1,1
W_Mule_79_53,1.0,1,1
W_Mule_79_54,1.0,1,1
W_Mule_79_26,1.0,1,1
W_Mule_79_41,1.0,1,1
W_Mule_79_42,1.0,1,1
W_Mule_79_43,1.0,1,1
W_Mule_79_44,1.0,1,1
W_Mule_79_6,1.0,1,1
W_Mule_79_60,1.0,1,1
W_Mule_79_61,1.0,1,1
W_Mule_79_33,1.0,1,1
W_Mule_79_23,1.0,1,1
W_Mule_79_24,1.0,1,1
W_Mule_79_25,1.0,1,1
W_Mule_79_12,1.0,1,1
W_Mule_79_13,1.0,1,1
W_Mule_79_14,1.0,1,1
W_Mule_79_15,1.0,1,1
W_Mule_79_30,1.0,1,1
W_Mule_79_31,1.0,1,1
W_Mule_79_32,1.0,1,1
W_Mule_32_52,1.0,1,1
W_Mule_32_53,1.0,1,1
W_Mule_32_54,1.0,1,1
W_Mule_32_7,1.0,1,1
W_Mule_32_70,1.0,1,1
W_Mule_32_71,1.0,1,1
W_Mule_32_58,1.0,1,1
W_Mule_32_59,1.0,1,1
W_Mule_367_91,1.0,1,1
W_Mule_367_78,1.0,1,1
W_Mule_367_79,1.0,1,1
W_Mule_367_8,1.0,1,1
W_Mule_367_80,1.0,1,1
W_Mule_367_81,1.0,1,1
W_Mule_367_39,1.0,1,1
W_Mule_367_4,1.0,1,1
W_Mule_367_40,1.0,1,1
W_Mule_367_85,1.0,1,1
W_Mule_367_86,1.0,1,1
W_Mule_367_87,1.0,1,1
W_Mule_367_88,1.0,1,1
W_Mule_367_89,1.0,1,1
W_Mule_32_26,1.0,1,1
W_Mule_32_27,1.0,1,1
W_Mule_32_28,1.0,1,1
W_Mule_32_14,1.0,1,1
W_Mule_32_15,1.0,1,1
W_Mule_32_16,1.0,1,1
W_Mule_32_17,1.0,1,1
W_Mule_32_18,1.0,1,1
W_Mule_32_33,1.0,1,1
W_Mule_32_34,1.0,1,1
W_Mule_77_62,1.0,1,1
W_Mule_77_63,1.0,1,1
W_Mule_77_64,1.0,1,1
W_Mule_77_7,1.0,1,1
W_Mule_77_70,1.0,1,1
W_Mule_77_71,1.0,1,1
W_Mule_32_35,1.0,1,1
W_Mule_32_21,1.0,1,1
W_Mule_32_22,1.0,1,1
W_Mule_32_23,1.0,1,1
W_Mule_32_24,1.0,1,1
W_Mule_32_25,1.0,1,1
W_Mule_32_40,1.0,1,1
W_Mule_32_41,1.0,1,1
W_Mule_32_11,1.0,1,1
W_Mule_32_12,1.0,1,1
W_Mule_32_13,1.0,1,1
W_Mule_32_0,1.0,1,1
W_Mule_32_1,1.0,1,1
W_Mule_32_10,1.0,1,1
W_Mule_367_92,1.0,1,1
W_Mule_367_93,1.0,1,1
W_Mule_367_94,1.0,1,1
W_Mule_367_95,1.0,1,1
W_Mule_367_96,1.0,1,1
W_Mule_367_68,1.0,1,1
W_Mule_367_69,1.0,1,1
W_Mule_367_7,1.0,1,1
W_Mule_367_75,1.0,1,1
W_Mule_367_76,1.0,1,1
W_Mule_367_77,1.0,1,1
W_Mule_367_63,1.0,1,1
W_Mule_367_64,1.0,1,1
W_Mule_367_65,1.0,1,1
W_Mule_367_66,1.0,1,1
W_Mule_367_67,1.0,1,1
W_Mule_367_82,1.0,1,1
W_Mule_367_83,1.0,1,1
W_Mule_77_73,1.0,1,1
W_Mule_77_74,1.0,1,1
W_Mule_77_75,1.0,1,1
W_Mule_77_76,1.0,1,1
W_Mule_77_33,1.0,1,1
W_Mule_77_34,1.0,1,1
W_Mule_77_35,1.0,1,1
W_Mule_77_65,1.0,1,1
W_Mule_77_80,1.0,1,1
W_Mule_77_81,1.0,1,1
W_Mule_77_82,1.0,1,1
W_Mule_77_83,1.0,1,1
W_Mule_77_40,1.0,1,1
W_Mule_77_41,1.0,1,1
W_Mule_77_42,1.0,1,1
W_Mule_77_72,1.0,1,1
W_Mule_77_8,1.0,1,1
W_Mule_77_44,1.0,1,1
W_Mule_77_45,1.0,1,1
W_Mule_77_46,1.0,1,1
W_Mule_77_47,1.0,1,1
W_Mule_77_50,1.0,1,1
W_Mule_77_51,1.0,1,1
W_Mule_77_52,1.0,1,1
W_Mule_77_36,1.0,1,1
W_Mule_77_54,1.0,1,1
W_Mule_77_11,1.0,1,1
W_Mule_77_12,1.0,1,1
W_Mule_77_13,1.0,1,1
W_Mule_77_19,1.0,1,1
W_Mule_77_2,1.0,1,1
W_Mule_77_20,1.0,1,1
W_Mule_77_43,1.0,1,1
W_Mule_77_59,1.0,1,1
W_Mule_77_6,1.0,1,1
W_Mule_77_60,1.0,1,1
W_Mule_77_61,1.0,1,1
W_Mule_77_77,1.0,1,1
W_Mule_77_78,1.0,1,1
W_Mule_77_79,1.0,1,1
W_Mule_77_53,1.0,1,1
W_Mule_77_66,1.0,1,1
W_Mule_77_67,1.0,1,1
W_Mule_77_68,1.0,1,1
W_Mule_77_69,1.0,1,1
W_Mule_77_84,1.0,1,1
W_Mule_77_9,1.0,1,1
W_Mule_77_58,1.0,1,1
W_Mule_74_74,1.0,1,1
W_Mule_74_75,1.0,1,1
W_Mule_74_80,1.0,1,1
W_Mule_74_81,1.0,1,1
W_Mule_74_82,1.0,1,1
W_Mule_74_69,1.0,1,1
W_Mule_74_7,1.0,1,1
W_Mule_77_16,1.0,1,1
W_Mule_74_71,1.0,1,1
W_Mule_74_72,1.0,1,1
W_Mule_74_88,1.0,1,1
W_Mule_74_89,1.0,1,1
W_Mule_74_9,1.0,1,1
W_Mule_74_76,1.0,1,1
W_Mule_74_77,1.0,1,1
W_Mule_74_73,1.0,1,1
W_Mule_77_3,1.0,1,1
W_Mule_77_30,1.0,1,1
W_Mule_77_31,1.0,1,1
W_Mule_77_32,1.0,1,1
W_Mule_77_48,1.0,1,1
W_Mule_77_49,1.0,1,1
W_Mule_77_5,1.0,1,1
W_Mule_74_70,1.0,1,1
W_Mule_77_37,1.0,1,1
W_Mule_77_38,1.0,1,1
W_Mule_77_39,1.0,1,1
W_Mule_77_4,1.0,1,1
W_Mule_77_55,1.0,1,1
W_Mule_77_56,1.0,1,1
W_Mule_77_57,1.0,1,1
W_Mule_77_29,1.0,1,1
W_Mule_74_94,1.0,1,1
W_Mule_74_51,1.0,1,1
W_Mule_74_52,1.0,1,1
W_Mule_74_53,1.0,1,1
W_Mule_74_4,1.0,1,1
W_Mule_74_40,1.0,1,1
W_Mule_74_41,1.0,1,1
W_Mule_74_86,1.0,1,1
W_Mule_74_43,1.0,1,1
W_Mule_74_59,1.0,1,1
W_Mule_74_6,1.0,1,1
W_Mule_74_60,1.0,1,1
W_Mule_74_47,1.0,1,1
W_Mule_74_48,1.0,1,1
W_Mule_74_49,1.0,1,1
W_Mule_74_93,1.0,1,1
W_Mule_77_1,1.0,1,1
W_Mule_77_10,1.0,1,1
W_Mule_77_26,1.0,1,1
W_Mule_77_27,1.0,1,1
W_Mule_77_28,1.0,1,1
W_Mule_77_14,1.0,1,1
W_Mule_77_15,1.0,1,1
