Wallet_ID,Label
W_Normal_134,0
W_Normal_135,0
W_Normal_136,0
W_Normal_137,0
W_Normal_138,0
W_Normal_139,0
W_Normal_140,0
W_Normal_141,0
W_Normal_142,0
W_Normal_143,0
W_Normal_144,0
W_Normal_145,0
W_Normal_146,0
W_Normal_147,0
W_Normal_148,0
W_Normal_149,0
W_Normal_150,0
W_Normal_151,0
W_Normal_152,0
W_Normal_153,0
W_Normal_154,0
W_Normal_155,0
W_Normal_156,0
W_Normal_157,0
W_Normal_158,0
W_Normal_159,0
W_Normal_160,0
W_Normal_161,0
W_Normal_162,0
W_Normal_163,0
W_Normal_164,0
W_Normal_165,0
W_Normal_166,0
W_Normal_167,0
W_Normal_168,0
W_Normal_169,0
W_Normal_170,0
W_Normal_171,0
W_Normal_172,0
W_Normal_173,0
W_Normal_174,0
W_Normal_175,0
W_Normal_176,0
W_Normal_177,0
W_Normal_178,0
W_Normal_179,0
W_Normal_180,0
W_Normal_181,0
W_Normal_182,0
W_Normal_183,0
W_Normal_184,0
W_Normal_185,0
W_Normal_186,0
W_Normal_187,0
W_Normal_188,0
W_Normal_189,0
W_Normal_190,0
W_Normal_191,0
W_Normal_192,0
W_Normal_193,0
W_Normal_194,0
W_Normal_195,0
W_Normal_196,0
W_Normal_197,0
W_Normal_198,0
W_Normal_199,0
W_Normal_200,0
W_Normal_201,0
W_Normal_202,0
W_Normal_203,0
W_Normal_204,0
W_Normal_205,0
W_Normal_206,0
W_Normal_207,0
W_Normal_208,0
W_Normal_209,0
W_Normal_210,0
W_Normal_211,0
W_Normal_212,0
W_Normal_213,0
W_Normal_214,0
W_Normal_215,0
W_Normal_216,0
W_Normal_217,0
W_Normal_218,0
W_Normal_219,0
W_Normal_220,0
W_Normal_221,0
W_Normal_222,0
W_Normal_223,0
W_Normal_224,0
W_Normal_225,0
W_Normal_226,0
W_Normal_227,0
W_Normal_228,0
W_Normal_229,0
W_Normal_230,0
W_Normal_231,0
W_Normal_232,0
W_Normal_233,0
W_Normal_234,0
W_Normal_235,0
W_Normal_236,0
W_Normal_237,0
W_Normal_238,0
W_Normal_239,0
W_Normal_240,0
W_Normal_241,0
W_Normal_242,0
W_Normal_243,0
W_Normal_244,0
W_Normal_245,0
W_Normal_246,0
W_Normal_247,0
W_Normal_248,0
W_Normal_249,0
W_Normal_250,0
W_Normal_251,0
W_Normal_252,0
W_Normal_253,0
W_Normal_254,0
W_Normal_255,0
W_Normal_256,0
W_Normal_257,0
W_Normal_258,0
W_Normal_259,0
W_Normal_260,0
W_Normal_261,0
W_Normal_262,0
W_Normal_263,0
W_Normal_264,0
W_Normal_265,0
W_Normal_266,0
W_Normal_267,0
W_Normal_268,0
W_Normal_269,0
W_Normal_270,0
W_Normal_271,0
W_Normal_272,0
W_Normal_273,0
W_Normal_274,0
W_Normal_275,0
W_Normal_276,0
W_Normal_277,0
W_Normal_278,0
W_Normal_279,0
W_Normal_280,0
W_Normal_281,0
W_Normal_282,0
W_Normal_283,0
W_Normal_284,0
W_Normal_285,0
W_Normal_286,0
W_Normal_287,0
W_Normal_288,0
W_Normal_289,0
W_Normal_290,0
W_Normal_291,0
W_Normal_292,0
W_Normal_293,0
W_Normal_294,0
W_Normal_295,0
W_Normal_296,0
W_Normal_297,0
W_Normal_298,0
W_Normal_299,0
W_Normal_300,0
W_Normal_301,0
W_Normal_302,0
W_Normal_303,0
W_Normal_304,0
W_Normal_305,0
W_Normal_306,0
W_Normal_307,0
W_Normal_308,0
W_Normal_309,0
W_Normal_310,0
W_Normal_311,0
W_Normal_312,0
W_Normal_313,0
W_Normal_314,0
W_Normal_315,0
W_Normal_316,0
W_Normal_317,0
W_Normal_318,0
W_Normal_319,0
W_Normal_320,0
W_Normal_321,0
W_Normal_322,0
W_Normal_323,0
W_Normal_324,0
W_Normal_325,0
W_Normal_326,0
W_Normal_327,0
W_Normal_328,0
W_Normal_329,0
W_Normal_330,0
W_Normal_331,0
W_Normal_332,0
W_Normal_333,0
W_Normal_334,0
W_Normal_335,0
W_Normal_336,0
W_Normal_337,0
W_Normal_338,0
W_Normal_339,0
W_Normal_340,0
W_Normal_341,0
W_Normal_342,0
W_Normal_343,0
W_Normal_344,0
W_Normal_345,0
W_Normal_346,0
W_Normal_347,0
W_Normal_348,0
W_Normal_349,0
W_Normal_350,0
W_Normal_351,0
W_Normal_352,0
W_Normal_353,0
W_Normal_354,0
W_Normal_355,0
W_Normal_356,0
W_Normal_357,0
W_Normal_358,0
W_Normal_359,0
W_Normal_360,0
W_Normal_361,0
W_Normal_362,0
W_Normal_363,0
W_Normal_364,0
W_Normal_365,0
W_Normal_366,0
W_Normal_367,0
W_Normal_368,0
W_Normal_369,0
W_Normal_370,0
W_Normal_371,0
W_Normal_372,0
W_Normal_373,0
W_Normal_374,0
W_Normal_375,0
W_Normal_376,0
W_Normal_377,0
W_Normal_378,0
W_Normal_379,0
W_Normal_380,0
W_Normal_381,0
W_Normal_382,0
W_Normal_383,0
W_Normal_384,0
W_Normal_385,0
W_Normal_386,0
W_Normal_387,0
W_Normal_388,0
W_Normal_389,0
W_Normal_390,0
W_Normal_391,0
W_Normal_392,0
W_Normal_393,0
W_Normal_394,0
W_Normal_395,0
W_Normal_396,0
W_Normal_397,0
W_Normal_398,0
W_Normal_399,0
W_Normal_400,0
W_Normal_401,0
W_Normal_402,0
W_Normal_403,0
W_Normal_404,0
W_Normal_405,0
W_Normal_406,0
W_Normal_407,0
W_Normal_408,0
W_Normal_409,0
W_Normal_410,0
W_Normal_411,0
W_Normal_412,0
W_Normal_413,0
W_Normal_414,0
W_Normal_415,0
W_Normal_416,0
W_Normal_417,0
W_Normal_418,0
W_Normal_419,0
W_Normal_420,0
W_Normal_421,0
W_Normal_422,0
W_Normal_423,0
W_Normal_424,0
W_Normal_425,0
W_Normal_426,0
W_Normal_427,0
W_Normal_428,0
W_Normal_429,0
W_Normal_430,0
W_Normal_431,0
W_Normal_432,0
W_Normal_433,0
W_Normal_434,0
W_Normal_435,0
W_Normal_436,0
W_Normal_437,0
W_Normal_438,0
W_Normal_439,0
W_Normal_440,0
W_Normal_441,0
W_Normal_442,0
W_Normal_443,0
W_Normal_444,0
W_Normal_445,0
W_Normal_446,0
W_Normal_447,0
W_Normal_448,0
W_Normal_449,0
W_Normal_450,0
W_Normal_451,0
W_Normal_452,0
W_Normal_453,0
W_Normal_454,0
W_Normal_455,0
W_Normal_456,0
W_Normal_457,0
W_Normal_458,0
W_Normal_459,0
W_Normal_460,0
W_Normal_461,0
W_Normal_462,0
W_Normal_463,0
W_Normal_464,0
W_Normal_465,0
W_Normal_466,0
W_Normal_467,0
W_Normal_468,0
W_Normal_469,0
W_Normal_470,0
W_Normal_471,0
W_Normal_472,0
W_Normal_473,0
W_Normal_474,0
W_Normal_475,0
W_Normal_476,0
W_Normal_477,0
W_Normal_478,0
W_Normal_479,0
W_Normal_480,0
W_Normal_481,0
W_Normal_482,0
W_Normal_483,0
W_Normal_484,0
W_Normal_485,0
W_Normal_486,0
W_Normal_487,0
W_Normal_488,0
W_Normal_489,0
W_Normal_490,0
W_Normal_491,0
W_Normal_492,0
W_Normal_493,0
W_Normal_494,0
W_Normal_495,0
W_Normal_496,0
W_Normal_497,0
W_Normal_498,0
W_Normal_499,0
W_Normal_500,0
W_Normal_501,0
W_Normal_502,0
W_Normal_503,0
W_Normal_504,0
W_Normal_505,0
W_Normal_506,0
W_Normal_507,0
W_Normal_508,0
W_Normal_509,0
W_Normal_510,0
W_Normal_511,0
W_Normal_512,0
W_Normal_513,0
W_Normal_514,0
W_Normal_515,0
W_Normal_516,0
W_Normal_517,0
W_Normal_518,0
W_Normal_519,0
W_Normal_520,0
W_Normal_521,0
W_Normal_522,0
W_Normal_523,0
W_Normal_524,0
W_Normal_525,0
W_Normal_526,0
W_Normal_527,0
W_Normal_528,0
W_Normal_529,0
W_Normal_530,0
W_Normal_531,0
W_Normal_532,0
W_Normal_533,0
W_Normal_534,0
W_Normal_535,0
W_Normal_536,0
W_Normal_537,0
W_Normal_538,0
W_Normal_539,0
W_Normal_540,0
W_Normal_541,0
W_Normal_542,0
W_Normal_543,0
W_Normal_544,0
W_Normal_545,0
W_Normal_546,0
W_Normal_547,0
W_Normal_548,0
W_Normal_549,0
W_Normal_550,0
W_Normal_551,0
W_Normal_552,0
W_Normal_553,0
W_Normal_554,0
W_Normal_555,0
W_Normal_556,0
W_Normal_557,0
W_Normal_558,0
W_Normal_559,0
W_Normal_560,0
W_Normal_561,0
W_Normal_562,0
W_Normal_563,0
W_Normal_564,0
W_Normal_565,0
W_Normal_566,0
W_Normal_567,0
W_Normal_568,0
W_Normal_569,0
W_Normal_570,0
W_Normal_571,0
W_Normal_572,0
W_Normal_573,0
W_Normal_574,0
W_Normal_575,0
W_Normal_576,0
W_Normal_577,0
W_Normal_578,0
W_Normal_579,0
W_Normal_580,0
W_Normal_581,0
W_Normal_582,0
W_Normal_583,0
W_Normal_584,0
W_Normal_585,0
W_Normal_586,0
W_Normal_587,0
W_Normal_588,0
W_Normal_589,0
W_Normal_590,0
W_Normal_591,0
W_Normal_592,0
W_Normal_593,0
W_Normal_594,0
W_Normal_595,0
W_Normal_596,0
W_Normal_597,0
W_Normal_598,0
W_Normal_599,0
W_Normal_600,0
W_Normal_601,0
W_Normal_602,0
W_Normal_603,0
W_Normal_604,0
W_Normal_605,0
W_Normal_606,0
W_Normal_607,0
W_Normal_608,0
W_Normal_609,0
W_Normal_610,0
W_Normal_611,0
W_Normal_612,0
W_Normal_613,0
W_Normal_614,0
W_Normal_615,0
W_Normal_616,0
W_Normal_617,0
W_Normal_618,0
W_Normal_619,0
W_Normal_620,0
W_Normal_621,0
W_Normal_622,0
W_Normal_623,0
W_Normal_624,0
W_Normal_625,0
W_Normal_626,0
W_Normal_627,0
W_Normal_628,0
W_Normal_629,0
W_Normal_630,0
W_Normal_631,0
W_Normal_632,0
W_Normal_633,0
W_Normal_634,0
W_Normal_635,0
W_Normal_636,0
W_Normal_637,0
W_Normal_638,0
W_Normal_639,0
W_Normal_640,0
W_Normal_641,0
W_Normal_642,0
W_Normal_643,0
W_Normal_644,0
W_Normal_645,0
W_Normal_646,0
W_Normal_647,0
W_Normal_648,0
W_Normal_649,0
W_Normal_650,0
W_Normal_651,0
W_Normal_652,0
W_Normal_653,0
W_Normal_654,0
W_Normal_655,0
W_Normal_656,0
W_Normal_657,0
W_Normal_658,0
W_Normal_659,0
W_Normal_660,0
W_Normal_661,0
W_Normal_662,0
W_Normal_663,0
W_Normal_664,0
W_Normal_665,0
W_Normal_666,0
W_Normal_667,0
W_Normal_668,0
W_Normal_669,0
W_Normal_670,0
W_Normal_671,0
W_Normal_672,0
W_Normal_673,0
W_Normal_674,0
W_Normal_675,0
W_Normal_676,0
W_Normal_677,0
W_Normal_678,0
W_Normal_679,0
W_Normal_680,0
W_Normal_681,0
W_Normal_682,0
W_Normal_683,0
W_Normal_684,0
W_Normal_685,0
W_Normal_686,0
W_Normal_687,0
W_Normal_688,0
W_Normal_689,0
W_Normal_690,0
W_Normal_691,0
W_Normal_692,0
W_Normal_693,0
W_Normal_694,0
W_Normal_695,0
W_Normal_696,0
W_Normal_697,0
W_Normal_698,0
W_Normal_699,0
W_Normal_700,0
W_Normal_701,0
W_Normal_702,0
W_Normal_703,0
W_Normal_704,0
W_Normal_705,0
W_Normal_706,0
W_Normal_707,0
W_Normal_708,0
W_Normal_709,0
W_Normal_710,0
W_Normal_711,0
W_Normal_712,0
W_Normal_713,0
W_Normal_714,0
W_Normal_715,0
W_Normal_716,0
W_Normal_717,0
W_Normal_718,0
W_Normal_719,0
W_Normal_720,0
W_Normal_721,0
W_Normal_722,0
W_Normal_723,0
W_Normal_724,0
W_Normal_725,0
W_Normal_726,0
W_Normal_727,0
W_Normal_728,0
W_Normal_729,0
W_Normal_730,0
W_Normal_731,0
W_Normal_732,0
W_Normal_733,0
W_Normal_734,0
W_Normal_735,0
W_Normal_736,0
W_Normal_737,0
W_Normal_738,0
W_Normal_739,0
W_Normal_740,0
W_Normal_741,0
W_Normal_742,0
W_Normal_743,0
W_Normal_744,0
W_Normal_745,0
W_Normal_746,0
W_Normal_747,0
W_Normal_748,0
W_Normal_749,0
W_Normal_750,0
W_Normal_751,0
W_Normal_752,0
W_Normal_753,0
W_Normal_754,0
W_Normal_755,0
W_Normal_756,0
W_Normal_757,0
W_Normal_758,0
W_Normal_759,0
W_Normal_760,0
W_Normal_761,0
W_Normal_762,0
W_Normal_763,0
W_Normal_764,0
W_Normal_765,0
W_Normal_766,0
W_Normal_767,0
W_Normal_768,0
W_Normal_769,0
W_Normal_770,0
W_Normal_771,0
W_Normal_772,0
W_Normal_773,0
W_Normal_774,0
W_Normal_775,0
W_Normal_776,0
W_Normal_777,0
W_Normal_778,0
W_Normal_779,0
W_Normal_780,0
W_Normal_781,0
W_Normal_782,0
W_Normal_783,0
W_Normal_784,0
W_Normal_785,0
W_Normal_786,0
W_Normal_787,0
W_Normal_788,0
W_Normal_789,0
W_Normal_790,0
W_Normal_791,0
W_Normal_792,0
W_Normal_793,0
W_Normal_794,0
W_Normal_795,0
W_Normal_796,0
W_Normal_797,0
W_Normal_798,0
W_Normal_799,0
W_Normal_800,0
W_Normal_801,0
W_Normal_802,0
W_Normal_803,0
W_Normal_804,0
W_Normal_805,0
W_Normal_806,0
W_Normal_807,0
W_Normal_808,0
W_Normal_809,0
W_Normal_810,0
W_Normal_811,0
W_Normal_812,0
W_Normal_813,0
W_Normal_814,0
W_Normal_815,0
W_Normal_816,0
W_Normal_817,0
W_Normal_818,0
W_Normal_819,0
W_Normal_820,0
W_Normal_821,0
W_Normal_822,0
W_Normal_823,0
W_Normal_824,0
W_Normal_825,0
W_Normal_826,0
W_Normal_827,0
W_Normal_828,0
W_Normal_829,0
W_Normal_830,0
W_Normal_831,0
W_Normal_832,0
W_Normal_833,0
W_Normal_834,0
W_Normal_835,0
W_Normal_836,0
W_Normal_837,0
W_Normal_838,0
W_Normal_839,0
W_Normal_840,0
W_Normal_841,0
W_Normal_842,0
W_Normal_843,0
W_Normal_844,0
W_Normal_845,0
W_Normal_846,0
W_Normal_847,0
W_Normal_848,0
W_Normal_849,0
W_Normal_850,0
W_Normal_851,0
W_Normal_852,0
W_Normal_853,0
W_Normal_854,0
W_Normal_855,0
W_Normal_856,0
W_Normal_857,0
W_Normal_858,0
W_Normal_859,0
W_Normal_860,0
W_Normal_861,0
W_Normal_862,0
W_Normal_863,0
W_Normal_864,0
W_Normal_865,0
W_Normal_866,0
W_Normal_867,0
W_Normal_868,0
W_Normal_869,0
W_Normal_870,0
W_Normal_871,0
W_Normal_872,0
W_Normal_873,0
W_Normal_874,0
W_Normal_875,0
W_Normal_876,0
W_Normal_877,0
W_Normal_878,0
W_Normal_879,0
W_Normal_880,0
W_Normal_881,0
W_Normal_882,0
W_Normal_883,0
W_Normal_884,0
W_Normal_885,0
W_Normal_886,0
W_Normal_887,0
W_Normal_888,0
W_Normal_889,0
W_Normal_890,0
W_Normal_891,0
W_Normal_892,0
W_Normal_893,0
W_Normal_894,0
W_Normal_895,0
W_Normal_896,0
W_Normal_897,0
W_Normal_898,0
W_Normal_899,0
W_Normal_900,0
W_Normal_901,0
W_Normal_902,0
W_Normal_903,0
W_Normal_904,0
W_Normal_905,0
W_Normal_906,0
W_Normal_907,0
W_Normal_908,0
W_Normal_909,0
W_Normal_910,0
W_Normal_911,0
W_Normal_912,0
W_Normal_913,0
W_Normal_914,0
W_Normal_915,0
W_Normal_916,0
W_Normal_917,0
W_Normal_918,0
W_Normal_919,0
W_Normal_920,0
W_Normal_921,0
W_Normal_922,0
W_Normal_923,0
W_Normal_924,0
W_Normal_925,0
W_Normal_926,0
W_Normal_927,0
W_Normal_928,0
W_Normal_929,0
W_Normal_930,0
W_Normal_931,0
W_Normal_932,0
W_Normal_933,0
W_Normal_934,0
W_Normal_935,0
W_Normal_936,0
W_Normal_937,0
W_Normal_938,0
W_Normal_939,0
W_Normal_940,0
W_Normal_941,0
W_Normal_942,0
W_Normal_943,0
W_Normal_944,0
W_Normal_945,0
W_Normal_946,0
W_Normal_947,0
W_Normal_948,0
W_Normal_949,0
W_Normal_950,0
W_Normal_951,0
W_Normal_952,0
W_Normal_953,0
W_Normal_954,0
W_Normal_955,0
W_Normal_956,0
W_Normal_957,0
W_Normal_958,0
W_Normal_959,0
W_Normal_960,0
W_Normal_961,0
W_Normal_962,0
W_Normal_963,0
W_Normal_964,0
W_Normal_965,0
W_Normal_966,0
W_Normal_967,0
W_Normal_968,0
W_Normal_969,0
W_Normal_970,0
W_Normal_971,0
W_Normal_972,0
W_Normal_973,0
W_Normal_974,0
W_Normal_975,0
W_Normal_976,0
W_Normal_977,0
W_Normal_978,0
W_Normal_979,0
W_Normal_980,0
W_Normal_981,0
W_Normal_982,0
W_Normal_983,0
W_Normal_984,0
W_Normal_985,0
W_Normal_986,0
W_Normal_987,0
W_Normal_988,0
W_Normal_989,0
W_Normal_990,0
W_Normal_991,0
W_Normal_992,0
W_Normal_993,0
W_Normal_994,0
W_Normal_995,0
W_Normal_996,0
W_Normal_997,0
W_Normal_998,0
W_Normal_999,0
W_Normal_1000,0
W_Normal_1001,0
W_Normal_1002,0
W_Normal_1003,0
W_Normal_1004,0
W_Normal_1005,0
W_Normal_1006,0
W_Normal_1007,0
W_Normal_1008,0
W_Normal_1009,0
W_Normal_1010,0
W_Normal_1011,0
W_Normal_1012,0
W_Normal_1013,0
W_Normal_1014,0
W_Normal_1015,0
W_Normal_1016,0
W_Normal_1017,0
W_Normal_1018,0
W_Normal_1019,0
W_Normal_1020,0
W_Normal_1021,0
W_Normal_1022,0
W_Normal_1023,0
W_Normal_1024,0
W_Normal_1025,0
W_Normal_1026,0
W_Normal_1027,0
W_Normal_1028,0
W_Normal_1029,0
W_Normal_1030,0
W_Normal_1031,0
W_Normal_1032,0
W_Normal_1033,0
W_Normal_1034,0
W_Normal_1035,0
W_Normal_1036,0
W_Normal_1037,0
W_Normal_1038,0
W_Normal_1039,0
W_Normal_1040,0
W_Normal_1041,0
W_Normal_1042,0
W_Normal_1043,0
W_Normal_1044,0
W_Normal_1045,0
W_Normal_1046,0
W_Normal_1047,0
W_Normal_1048,0
W_Normal_1049,0
W_Normal_1050,0
W_Normal_1051,0
W_Normal_1052,0
W_Normal_1053,0
W_Normal_1054,0
W_Normal_1055,0
W_Normal_1056,0
W_Normal_1057,0
W_Normal_1058,0
W_Normal_1059,0
W_Normal_1060,0
W_Normal_1061,0
W_Normal_1062,0
W_Normal_1063,0
W_Normal_1064,0
W_Normal_1065,0
W_Normal_1066,0
W_Normal_1067,0
W_Normal_1068,0
W_Normal_1069,0
W_Normal_1070,0
W_Normal_1071,0
W_Normal_1072,0
W_Normal_1073,0
W_Normal_1074,0
W_Normal_1075,0
W_Normal_1076,0
W_Normal_1077,0
W_Normal_1078,0
W_Normal_1079,0
W_Normal_1080,0
W_Normal_1081,0
W_Normal_1082,0
W_Normal_1083,0
W_Normal_1084,0
W_Normal_1085,0
W_Normal_1086,0
W_Normal_1087,0
W_Normal_1088,0
W_Normal_1089,0
W_Normal_1090,0
W_Normal_1091,0
W_Normal_1092,0
W_Normal_1093,0
W_Normal_1094,0
W_Normal_1095,0
W_Normal_1096,0
W_Normal_1097,0
W_Normal_1098,0
W_Normal_1099,0
W_Normal_1100,0
W_Normal_1101,0
W_Normal_1102,0
W_Normal_1103,0
W_Normal_1104,0
W_Normal_1105,0
W_Normal_1106,0
W_Normal_1107,0
W_Normal_1108,0
W_Normal_1109,0
W_Normal_1110,0
W_Normal_1111,0
W_Normal_1112,0
W_Normal_1113,0
W_Normal_1114,0
W_Normal_1115,0
W_Normal_1116,0
W_Normal_1117,0
W_Normal_1118,0
W_Normal_1119,0
W_Normal_1120,0
W_Normal_1121,0
W_Normal_1122,0
W_Normal_1123,0
W_Normal_1124,0
W_Normal_1125,0
W_Normal_1126,0
W_Normal_1127,0
W_Normal_1128,0
W_Normal_1129,0
W_Normal_1130,0
W_Normal_1131,0
W_Normal_1132,0
W_Normal_1133,0
W_Normal_1134,0
W_Normal_1135,0
W_Normal_1136,0
W_Normal_1137,0
W_Normal_1138,0
W_Normal_1139,0
W_Normal_1140,0
W_Normal_1141,0
W_Normal_1142,0
W_Normal_1143,0
W_Normal_1144,0
W_Normal_1145,0
W_Normal_1146,0
W_Normal_1147,0
W_Normal_1148,0
W_Normal_1149,0
W_Normal_1150,0
W_Normal_1151,0
W_Normal_1152,0
W_Normal_1153,0
W_Normal_1154,0
W_Normal_1155,0
W_Normal_1156,0
W_Normal_1157,0
W_Normal_1158,0
W_Normal_1159,0
W_Normal_1160,0
W_Normal_1161,0
W_Normal_1162,0
W_Normal_1163,0
W_Normal_1164,0
W_Normal_1165,0
W_Normal_1166,0
W_Normal_1167,0
W_Normal_1168,0
W_Normal_1169,0
W_Normal_1170,0
W_Normal_1171,0
W_Normal_1172,0
W_Normal_1173,0
W_Normal_1174,0
W_Normal_1175,0
W_Normal_1176,0
W_Normal_1177,0
W_Normal_1178,0
W_Normal_1179,0
W_Normal_1180,0
W_Normal_1181,0
W_Normal_1182,0
W_Normal_1183,0
W_Normal_1184,0
W_Normal_1185,0
W_Normal_1186,0
W_Normal_1187,0
W_Normal_1188,0
W_Normal_1189,0
W_Normal_1190,0
W_Normal_1191,0
W_Normal_1192,0
W_Normal_1193,0
W_Normal_1194,0
W_Normal_1195,0
W_Normal_1196,0
W_Normal_1197,0
W_Normal_1198,0
W_Normal_1199,0
W_Normal_1200,0
W_Normal_1201,0
W_Normal_1202,0
W_Normal_1203,0
W_Normal_1204,0
W_Normal_1205,0
W_Normal_1206,0
W_Normal_1207,0
W_Normal_1208,0
W_Normal_1209,0
W_Normal_1210,0
W_Normal_1211,0
W_Normal_1212,0
W_Normal_1213,0
W_Normal_1214,0
W_Normal_1215,0
W_Normal_1216,0
W_Normal_1217,0
W_Normal_1218,0
W_Normal_1219,0
W_Normal_1220,0
W_Normal_1221,0
W_Normal_1222,0
W_Normal_1223,0
W_Normal_1224,0
W_Normal_1225,0
W_Normal_1226,0
W_Normal_1227,0
W_Normal_1228,0
W_Normal_1229,0
W_Normal_1230,0
W_Normal_1231,0
W_Normal_1232,0
W_Normal_1233,0
W_Normal_1234,0
W_Normal_1235,0
W_Normal_1236,0
W_Normal_1237,0
W_Normal_1238,0
W_Normal_1239,0
W_Normal_1240,0
W_Normal_1241,0
W_Normal_1242,0
W_Normal_1243,0
W_Normal_1244,0
W_Normal_1245,0
W_Normal_1246,0
W_Normal_1247,0
W_Normal_1248,0
W_Normal_1249,0
W_Normal_1250,0
W_Normal_1251,0
W_Normal_1252,0
W_Normal_1253,0
W_Normal_1254,0
W_Normal_1255,0
W_Normal_1256,0
W_Normal_1257,0
W_Normal_1258,0
W_Normal_1259,0
W_Normal_1260,0
W_Normal_1261,0
W_Normal_1262,0
W_Normal_1263,0
W_Normal_1264,0
W_Normal_1265,0
W_Normal_1266,0
W_Normal_1267,0
W_Normal_1268,0
W_Normal_1269,0
W_Normal_1270,0
W_Normal_1271,0
W_Normal_1272,0
W_Normal_1273,0
W_Normal_1274,0
W_Normal_1275,0
W_Normal_1276,0
W_Normal_1277,0
W_Normal_1278,0
W_Normal_1279,0
W_Normal_1280,0
W_Normal_1281,0
W_Normal_1282,0
W_Normal_1283,0
W_Normal_1284,0
W_Normal_1285,0
W_Normal_1286,0
W_Normal_1287,0
W_Normal_1288,0
W_Normal_1289,0
W_Normal_1290,0
W_Normal_1291,0
W_Normal_1292,0
W_Normal_1293,0
W_Normal_1294,0
W_Normal_1295,0
W_Normal_1296,0
W_Normal_1297,0
W_Normal_1298,0
W_Normal_1299,0
W_Normal_1300,0
W_Normal_1301,0
W_Normal_1302,0
W_Normal_1303,0
W_Normal_1304,0
W_Normal_1305,0
W_Normal_1306,0
W_Normal_1307,0
W_Normal_1308,0
W_Normal_1309,0
W_Normal_1310,0
W_Normal_1311,0
W_Normal_1312,0
W_Normal_1313,0
W_Normal_1314,0
W_Normal_1315,0
W_Normal_1316,0
W_Normal_1317,0
W_Normal_1318,0
W_Normal_1319,0
W_Normal_1320,0
W_Normal_1321,0
W_Normal_1322,0
W_Normal_1323,0
W_Normal_1324,0
W_Normal_1325,0
W_Normal_1326,0
W_Normal_1327,0
W_Normal_1328,0
W_Normal_1329,0
W_Normal_1330,0
W_Normal_1331,0
W_Normal_1332,0
W_Normal_1333,0
W_Normal_1334,0
W_Normal_1335,0
W_Normal_1336,0
W_Normal_1337,0
W_Normal_1338,0
W_Normal_1339,0
W_Normal_1340,0
W_Normal_1341,0
W_Normal_1342,0
W_Normal_1343,0
W_Normal_1344,0
W_Normal_1345,0
W_Normal_1346,0
W_Normal_1347,0
W_Normal_1348,0
W_Normal_1349,0
W_Normal_1350,0
W_Normal_1351,0
W_Normal_1352,0
W_Normal_1353,0
W_Normal_1354,0
W_Normal_1355,0
W_Normal_1356,0
W_Normal_1357,0
W_Normal_1358,0
W_Normal_1359,0
W_Normal_1360,0
